drug,protein,proteinname
2519,54978,SLC35F6
6106,206358,SLC36A1
445154,84255,SLC37A3
1794427,2542,SLC37A4
2519,54407,SLC38A2
5350,10991,SLC38A3
2519,10991,SLC38A3
2519,55238,SLC38A7
65064,153129,SLC38A9
65064,57181,SLC39A10
445154,201266,SLC39A11
2519,201266,SLC39A11
65064,23516,SLC39A14
5350,29986,SLC39A2
2519,29985,SLC39A3
65064,55630,SLC39A4
445154,64116,SLC39A8
6106,6520,SLC3A2
5350,6520,SLC3A2
445154,6520,SLC3A2
65064,30061,SLC40A1
65064,84102,SLC41A2
2519,54946,SLC41A3
445154,54946,SLC41A3
2519,8501,SLC43A1
2519,124935,SLC43A2
5350,55652,SLC48A1
2519,6522,SLC4A2
2519,9497,SLC4A7
65064,9497,SLC4A7
445154,200931,SLC51A
5350,200931,SLC51A
65064,200931,SLC51A
445154,79581,SLC52A2
445154,6523,SLC5A1
65064,6526,SLC5A3
65064,8884,SLC5A6
2519,160728,SLC5A8
445154,6540,SLC6A13
65064,6540,SLC6A13
445154,6530,SLC6A2
2519,6531,SLC6A3
5350,6533,SLC6A6
65064,6533,SLC6A6
445154,23657,SLC7A11
5350,23657,SLC7A11
445154,8140,SLC7A5
445154,9057,SLC7A6
65064,84138,SLC7A6OS
2519,84138,SLC7A6OS
445154,84138,SLC7A6OS
445154,6550,SLC9A3
2519,10479,SLC9A6
2519,84679,SLC9A7
2519,23315,SLC9A8
2519,133308,SLC9B2
445154,53919,SLCO1C1
445154,6578,SLCO2A1
5350,6578,SLCO2A1
445154,11309,SLCO2B1
65064,28232,SLCO3A1
5350,28232,SLCO3A1
5350,353189,SLCO4C1
2519,353189,SLCO4C1
445154,200172,SLFNL1
445154,9748,SLK
2519,9748,SLK
2519,7871,SLMAP
445154,7871,SLMAP
65064,7871,SLMAP
2519,79811,SLTM
2519,84464,SLX4
65064,128710,SLX4IP
445154,4086,SMAD1
65064,4086,SMAD1
445154,4087,SMAD2
6451084,4088,SMAD3
445154,4088,SMAD3
65064,4088,SMAD3
445154,4089,SMAD4
2519,4090,SMAD5
445154,4090,SMAD5
65064,4091,SMAD6
445154,4092,SMAD7
445154,4093,SMAD9
2519,4093,SMAD9
65064,6594,SMARCA1
2519,6594,SMARCA1
65064,6595,SMARCA2
2519,6595,SMARCA2
2519,6597,SMARCA4
2519,8467,SMARCA5
445154,8467,SMARCA5
2519,56916,SMARCAD1
65064,56916,SMARCAD1
2519,50485,SMARCAL1
65064,50485,SMARCAL1
445154,50485,SMARCAL1
2519,6599,SMARCC1
2519,6601,SMARCC2
445154,6605,SMARCE1
2519,6605,SMARCE1
65064,10592,SMC2
445154,10592,SMC2
445154,79677,SMC6
65064,79677,SMC6
445154,23347,SMCHD1
445154,440087,SMCO3
65064,56935,SMCO4
2519,140775,SMCR8
2519,23049,SMG1
2519,9887,SMG7
2519,55181,SMG8
2519,56006,SMG9
2519,10285,SMNDC1
445154,6608,SMO
445154,64093,SMOC1
5350,54498,SMOX
65064,54498,SMOX
2519,54498,SMOX
445154,27293,SMPDL3B
5350,27293,SMPDL3B
445154,6525,SMTN
2519,6525,SMTN
445154,342527,SMTNL2
65064,23583,SMUG1
2519,64750,SMURF2
445154,64754,SMYD3
445154,6615,SNAI1
65064,6615,SNAI1
5350,6616,SNAP25
65064,9342,SNAP29
2519,6621,SNAPC4
445154,10302,SNAPC5
445154,23557,SNAPIN
2519,23557,SNAPIN
65064,23557,SNAPIN
5350,6623,SNCG
2519,27044,SND1
2519,54861,SNRK
2519,23020,SNRNP200
445154,79622,SNRNP25
65064,9410,SNRNP40
2519,9410,SNRNP40
445154,6625,SNRNP70
2519,6631,SNRPC
445154,6634,SNRPD3
65064,6634,SNRPD3
445154,6636,SNRPF
2519,6640,SNTA1
445154,6640,SNTA1
445154,6645,SNTB2
2519,6645,SNTB2
2519,10073,SNUPN
65064,10073,SNUPN
445154,22938,SNW1
2519,22938,SNW1
2519,6642,SNX1
2519,23161,SNX13
65064,23161,SNX13
445154,57231,SNX14
2519,9784,SNX17
445154,112574,SNX18
2519,6643,SNX2
65064,83891,SNX25
65064,92017,SNX29
445154,92017,SNX29
445154,8723,SNX4
65064,8723,SNX4
445154,27131,SNX5
65064,29886,SNX8
2519,29886,SNX8
2519,55084,SOBP
445154,55084,SOBP
445154,8651,SOCS1
445154,8835,SOCS2
445154,9021,SOCS3
445154,122809,SOCS4
2519,9306,SOCS6
65064,6647,SOD1
445154,6647,SOD1
7054,6647,SOD1
5350,6647,SOD1
2519,6647,SOD1
65064,6648,SOD2
445154,6648,SOD2
1794427,6649,SOD3
65064,6649,SOD3
445154,6649,SOD3
2519,6651,SON
2519,10580,SORBS1
5350,57537,SORCS2
5350,6653,SORL1
445154,6654,SOS1
2519,6654,SOS1
65064,6655,SOS2
65064,65124,SOWAHC
445154,6664,SOX11
2519,9580,SOX13
445154,9580,SOX13
445154,8403,SOX14
445154,64321,SOX17
445154,54345,SOX18
445154,6657,SOX2
445154,6658,SOX3
445154,11063,SOX30
2519,6659,SOX4
5350,6659,SOX4
445154,6659,SOX4
2519,6660,SOX5
445154,30812,SOX8
6917864,6667,SP1
1548943,6667,SP1
65064,6667,SP1
2519,6667,SP1
445154,6667,SP1
2519,6668,SP2
2519,6670,SP3
445154,6670,SP3
445154,389058,SP5
2519,389058,SP5
445154,121340,SP7
445154,221833,SP8
65064,79582,SPAG16
2519,9552,SPAG7
2519,132671,SPATA18
445154,64847,SPATA20
445154,130560,SPATA3
445154,286234,SPATA31E1
445154,55812,SPATA7
445154,375686,SPATC1
445154,65244,SPATS2
2519,26010,SPATS2L
445154,57405,SPC25
65064,60559,SPCS3
445154,25803,SPDEF
445154,54908,SPDL1
2519,92521,SPECC1
445154,10290,SPEG
2519,23013,SPEN
445154,80208,SPG11
65064,80208,SPG11
445154,56848,SPHK2
2519,80309,SPHKAP
2519,152185,SPICE1
445154,169981,SPIN3
445154,139886,SPIN4
5350,153218,SPINK13
65064,56907,SPIRE1
2519,56907,SPIRE1
2519,9806,SPOCK2
5350,10417,SPON2
445154,8405,SPOP
445154,339745,SPOPL
2519,6696,SPP1
5350,6696,SPP1
445154,6696,SPP1
2519,6697,SPR
5350,161742,SPRED1
2519,161742,SPRED1
5350,200734,SPRED2
65064,200734,SPRED2
2519,200734,SPRED2
2519,503542,SPRN
445154,6699,SPRR1B
2519,83932,SPRTN
2519,10252,SPRY1
445154,10252,SPRY1
2519,84926,SPRYD3
65064,84926,SPRYD3
5350,80176,SPSB1
445154,90864,SPSB3
445154,92369,SPSB4
2519,6709,SPTAN1
445154,6709,SPTAN1
445154,6711,SPTBN1
2519,6711,SPTBN1
65064,9517,SPTLC2
445154,9517,SPTLC2
65064,144108,SPTY2D1
2519,6713,SQLE
65064,6713,SQLE
445154,6713,SQLE
1794427,8878,SQSTM1
445154,8878,SQSTM1
5350,8878,SQSTM1
65064,8878,SQSTM1
6433206,8878,SQSTM1
6917864,8878,SQSTM1
2519,8878,SQSTM1
2519,55133,SRBD1
65064,55133,SRBD1
2519,6714,SRC
1548943,6714,SRC
445154,6714,SRC
2519,10847,SRCAP
445154,6720,SREBF1
2519,6720,SREBF1
1548943,6720,SREBF1
5350,6720,SREBF1
65064,6720,SREBF1
445154,140890,SREK1
2519,140890,SREK1
2519,285672,SREK1IP1
445154,6722,SRF
2519,6722,SRF
2519,153443,SRFBP1
2519,57522,SRGAP1
65064,57522,SRGAP1
65064,23380,SRGAP2
2519,23380,SRGAP2
5350,9901,SRGAP3
445154,9901,SRGAP3
65064,6717,SRI
2519,6723,SRM
445154,6730,SRP68
2519,6730,SRP68
2519,6731,SRP72
445154,6726,SRP9
2519,6732,SRPK1
445154,6732,SRPK1
2519,6733,SRPK2
65064,6733,SRPK2
445154,63826,SRR
4091,63826,SRR
2519,10250,SRRM1
65064,10250,SRRM1
2519,23524,SRRM2
445154,84530,SRRM4
2519,6426,SRSF1
445154,10772,SRSF10
6917864,6427,SRSF2
2519,6427,SRSF2
65064,6427,SRSF2
2519,6429,SRSF4
445154,6429,SRSF4
2519,6432,SRSF7
5350,140809,SRXN1
445154,6760,SS18
445154,6741,SSB
2519,6741,SSB
65064,23635,SSBP2
5350,23635,SSBP2
2519,23648,SSBP3
65064,23648,SSBP3
445154,170463,SSBP4
2519,136853,SSC4D
2519,85464,SSH2
445154,85464,SSH2
65064,85464,SSH2
445154,6745,SSR1
2519,6747,SSR3
445154,6749,SSRP1
65064,6749,SSRP1
445154,6755,SSTR5
2519,117178,SSX2IP
445154,117178,SSX2IP
445154,6767,ST13
2519,6767,ST13
445154,6482,ST3GAL1
65064,10610,ST6GALNAC2
65064,7982,ST7
445154,7903,ST8SIA4
445154,55576,STAB2
5350,342667,STAC2
65064,10274,STAG1
2519,10274,STAG1
65064,10735,STAG2
2519,10735,STAG2
2519,8027,STAM
65064,57559,STAMBPL1
5350,57559,STAMBPL1
445154,6770,STAR
2519,6770,STAR
5350,10809,STARD10
65064,90627,STARD13
2519,90627,STARD13
445154,83930,STARD3NL
2519,83930,STARD3NL
65064,6772,STAT1
2519,6772,STAT1
445154,6772,STAT1
65064,6773,STAT2
445154,6773,STAT2
65064,6774,STAT3
445154,6774,STAT3
2519,6774,STAT3
5350,6774,STAT3
1548943,6774,STAT3
445154,6776,STAT5A
445154,6777,STAT5B
2519,6777,STAT5B
445154,6778,STAT6
2519,6778,STAT6
2519,6780,STAU1
445154,27067,STAU2
65064,27067,STAU2
2519,27067,STAU2
2519,8987,STBD1
2519,8614,STC2
65064,8614,STC2
5350,26872,STEAP1
2519,26872,STEAP1
5350,79689,STEAP4
445154,6491,STIL
2519,6786,STIM1
445154,10963,STIP1
2519,6793,STK10
65064,6793,STK10
445154,6794,STK11
2519,114790,STK11IP
5350,9263,STK17A
65064,9263,STK17A
2519,9263,STK17A
445154,9263,STK17A
445154,9262,STK17B
2519,9262,STK17B
445154,8859,STK19
2519,282974,STK32C
65064,27148,STK36
65064,11329,STK38
445154,23012,STK38L
65064,23012,STK38L
5281672,23012,STK38L
2519,27347,STK39
445154,27347,STK39
65064,6789,STK4
65064,83931,STK40
5350,11037,STON1
2519,219736,STOX1
2519,56977,STOX2
5350,56977,STOX2
65064,92335,STRADA
2519,55342,STRBP
2519,85369,STRIP1
445154,85369,STRIP1
65064,6801,STRN
445154,6801,STRN
2519,6801,STRN
2519,29966,STRN3
445154,29966,STRN3
445154,8677,STX10
2519,8677,STX10
65064,8676,STX11
2519,23673,STX12
2519,8675,STX16
2519,55014,STX17
65064,55014,STX17
445154,55014,STX17
445154,53407,STX18
445154,2054,STX2
445154,6809,STX3
65064,6810,STX4
445154,6810,STX4
2519,6810,STX4
6433206,6811,STX5
2519,10228,STX6
65064,8417,STX7
2519,8417,STX7
445154,8417,STX7
65064,6814,STXBP3
2519,252983,STXBP4
65064,134957,STXBP5
2519,134957,STXBP5
445154,8803,SUCLA2
2519,51430,SUCO
2519,64426,SUDS3
445154,64426,SUDS3
2519,51684,SUFU
445154,10147,SUGP2
2519,10147,SUGP2
2519,10910,SUGT1
445154,10910,SUGT1
445154,55959,SULF2
5350,55959,SULF2
639665,6817,SULT1A1
445154,6817,SULT1A1
445154,6799,SULT1A2
445154,6819,SULT1C2
445154,6783,SULT1E1
2519,6822,SULT2A1
445154,6820,SULT2B1
445154,25830,SULT4A1
445154,7341,SUMO1
1548943,387082,SUMO4
445154,387082,SUMO4
65064,387082,SUMO4
445154,23353,SUN1
2519,25777,SUN2
65064,6821,SUOX
445154,11198,SUPT16H
2519,6829,SUPT5H
445154,6830,SUPT6H
2519,6830,SUPT6H
2519,9913,SUPT7L
445154,6834,SURF1
2519,6838,SURF6
2519,6839,SUV39H1
445154,6839,SUV39H1
2519,23512,SUZ12
5350,9899,SV2B
445154,9899,SV2B
445154,55530,SVOP
2519,94056,SYAP1
2519,8189,SYMPK
2519,10492,SYNCRIP
2519,23345,SYNE1
445154,23345,SYNE1
445154,8831,SYNGAP1
5350,9145,SYNGR1
5350,9143,SYNGR3
445154,9143,SYNGR3
445154,23546,SYNGR4
2519,8867,SYNJ1
445154,11346,SYNPO
2519,11346,SYNPO
5350,11346,SYNPO
445154,132204,SYNPR
2519,11276,SYNRG
445154,6855,SYP
5350,91683,SYT12
445154,6861,SYT5
445154,9066,SYT7
5350,9066,SYT7
445154,90019,SYT8
445154,54843,SYTL2
445154,94122,SYTL5
2519,26099,SZRD1
2519,23334,SZT2
445154,83551,TAAR8
2519,10454,TAB1
2519,23118,TAB2
2519,6867,TACC1
445154,10579,TACC2
2519,10579,TACC2
2519,10460,TACC3
445154,10460,TACC3
65064,51204,TACO1
445154,6865,TACR2
1548943,6865,TACR2
65064,6871,TADA2A
445154,6872,TAF1
445154,6882,TAF11
2519,8148,TAF15
445154,8148,TAF15
445154,9014,TAF1B
65064,9014,TAF1B
2519,9013,TAF1C
445154,6873,TAF2
2519,6873,TAF2
2519,83860,TAF3
2519,6874,TAF4
445154,6877,TAF5
2519,6878,TAF6
2519,10629,TAF6L
2519,6879,TAF7
445154,6880,TAF9
2519,6880,TAF9
2519,51616,TAF9B
2519,6876,TAGLN
445154,6876,TAGLN
5350,8407,TAGLN2
445154,6888,TALDO1
5350,6888,TALDO1
2519,85461,TANC1
65064,85461,TANC1
5350,26115,TANC2
65064,26115,TANC2
445154,79613,TANGO6
65064,79613,TANGO6
2519,10010,TANK
65064,10010,TANK
2519,57551,TAOK1
2519,9344,TAOK2
445154,51347,TAOK3
65064,51347,TAOK3
5350,6890,TAP1
2519,202018,TAPT1
445154,6894,TARBP1
2519,6895,TARBP2
65064,80222,TARS2
445154,80835,TAS1R1
445154,80834,TAS1R2
65064,55617,TASP1
2519,9797,TATDN2
445154,9797,TATDN2
445154,8887,TAX1BP1
2519,26000,TBC1D10B
445154,79735,TBC1D17
65064,55296,TBC1D19
445154,55357,TBC1D2
65064,55357,TBC1D2
2519,128637,TBC1D20
445154,161514,TBC1D21
2519,25771,TBC1D22A
2519,55633,TBC1D22B
2519,55773,TBC1D23
445154,55773,TBC1D23
445154,57465,TBC1D24
445154,23102,TBC1D2B
5350,23329,TBC1D30
2519,23329,TBC1D30
2519,9882,TBC1D4
2519,9779,TBC1D5
445154,9779,TBC1D5
445154,51256,TBC1D7
2519,11138,TBC1D8
2519,23061,TBC1D9B
5350,1155,TBCB
2519,1155,TBCB
445154,29110,TBK1
2519,29110,TBK1
2519,6907,TBL1X
65064,79718,TBL1XR1
65064,10716,TBR1
2519,84897,TBRG1
445154,6899,TBX1
5350,6899,TBX1
5350,6913,TBX15
2519,6909,TBX2
2519,6926,TBX3
65064,6926,TBX3
445154,9496,TBX4
445154,6910,TBX5
5350,6915,TBXA2R
445154,6915,TBXA2R
2519,6920,TCEA3
2519,79921,TCEAL4
65064,90843,TCEAL8
445154,127428,TCEANC2
65064,127428,TCEANC2
445154,256536,TCERG1L
445154,6938,TCF12
2519,6938,TCF12
445154,6939,TCF15
2519,6939,TCF15
2519,6942,TCF20
445154,6943,TCF21
2519,6929,TCF3
445154,6929,TCF3
445154,6932,TCF7
5350,83439,TCF7L1
445154,83439,TCF7L1
2519,84260,TCHP
2519,6949,TCOF1
445154,140290,TCP10L
445154,6954,TCP11
65064,55346,TCP11L1
5350,55346,TCP11L1
65064,255394,TCP11L2
445154,26123,TCTN3
2519,6999,TDO2
445154,6999,TDO2
65064,55775,TDP1
445154,55775,TDP1
2519,51567,TDP2
65064,81550,TDRD3
2519,81550,TDRD3
2519,23424,TDRD7
445154,23424,TDRD7
65064,23424,TDRD7
2519,11022,TDRKH
445154,7004,TEAD4
65064,7004,TEAD4
6433206,25851,TECPR1
6433206,9895,TECPR2
65064,79736,TEFM
1548943,7010,TEK
445154,7010,TEK
2519,9894,TELO2
445154,7013,TERF1
65064,54386,TERF2IP
2519,54386,TERF2IP
445154,26136,TES
65064,54790,TET2
2519,54790,TET2
2519,54881,TEX10
445154,83639,TEX101
2519,55852,TEX2
65064,55852,TEX2
445154,93081,TEX30
65064,93081,TEX30
445154,7018,TF
65064,7019,TFAM
445154,7019,TFAM
2519,7019,TFAM
5350,7019,TFAM
445154,7022,TFAP2C
445154,339488,TFAP2E
65064,51106,TFB1M
445154,51106,TFB1M
65064,7024,TFCP2
445154,7027,TFDP1
2519,7027,TFDP1
65064,7029,TFDP2
5350,7030,TFE3
2519,7030,TFE3
445154,7031,TFF1
639665,7031,TFF1
5833,7031,TFF1
445154,7032,TFF2
445154,7033,TFF3
2519,10342,TFG
2519,24144,TFIP11
2519,29844,TFPT
445154,7036,TFR2
445154,7037,TFRC
2519,7037,TFRC
1548943,7040,TGFB1
445154,7040,TGFB1
6451084,7040,TGFB1
445154,7043,TGFB3
5350,7043,TGFB3
445154,7046,TGFBR1
65064,7046,TGFBR1
5350,7046,TGFBR1
2519,7048,TGFBR2
445154,7048,TGFBR2
65064,7049,TGFBR3
65064,7050,TGIF1
445154,7050,TGIF1
5350,7051,TGM1
445154,7051,TGM1
445154,7053,TGM3
445154,9333,TGM5
2519,10618,TGOLN2
2519,96764,TGS1
445154,7054,TH
5350,55145,THAP1
445154,57215,THAP11
65064,83591,THAP2
2519,90326,THAP3
65064,168451,THAP5
5350,9473,THEMIS2
65064,9984,THOC1
445154,9984,THOC1
2519,9984,THOC1
445154,57187,THOC2
65064,57187,THOC2
2519,57187,THOC2
2519,8563,THOC5
2519,79228,THOC6
445154,79228,THOC6
445154,7066,THPO
2519,9967,THRAP3
445154,9967,THRAP3
445154,7068,THRB
5833,7068,THRB
2519,80731,THSD7B
2519,55623,THUMPD1
445154,55623,THUMPD1
65064,29087,THYN1
65064,7072,TIA1
2519,7074,TIAM1
65064,7074,TIAM1
445154,148022,TICAM1
2519,90381,TICRR
65064,166815,TIGD2
445154,166815,TIGD2
445154,84948,TIGD5
445154,8914,TIMELESS
2519,8914,TIMELESS
445154,10440,TIMM17A
445154,100287932,TIMM23
445154,1678,TIMM8A
2519,1678,TIMM8A
5350,7076,TIMP1
1548943,7076,TIMP1
445154,7076,TIMP1
6917864,7076,TIMP1
5350,7077,TIMP2
445154,7079,TIMP4
5350,7079,TIMP4
65064,26277,TINF2
445154,26277,TINF2
445154,25976,TIPARP
445154,54962,TIPIN
2519,93643,TJAP1
2519,9414,TJP2
65064,9414,TJP2
2519,7086,TKT
65064,116238,TLCD1
445154,727910,TLCD2
65064,7088,TLE1
445154,7089,TLE2
2519,7089,TLE2
2519,9874,TLK1
2519,11011,TLK2
445154,11011,TLK2
2519,7094,TLN1
2519,83660,TLN2
445154,7096,TLR1
65064,7098,TLR3
65064,7099,TLR4
445154,7099,TLR4
5350,7099,TLR4
445154,7100,TLR5
5350,10333,TLR6
65064,54106,TLR9
445154,3196,TLX2
445154,53346,TM6SF1
5350,53346,TM6SF1
1548943,7108,TM7SF2
2519,10548,TM9SF1
445154,56889,TM9SF3
65064,23023,TMCC1
2519,23023,TMCC1
445154,55002,TMCO3
445154,10959,TMED2
2519,283578,TMED8
2519,54664,TMEM106B
445154,79022,TMEM106C
5350,84314,TMEM107
445154,84314,TMEM107
65064,8834,TMEM11
5350,89894,TMEM116
445154,144404,TMEM120B
65064,144404,TMEM120B
445154,55863,TMEM126B
2519,23505,TMEM131
445154,54972,TMEM132A
2519,54972,TMEM132A
445154,121256,TMEM132D
65064,65084,TMEM135
65064,51524,TMEM138
445154,51524,TMEM138
2519,135932,TMEM139
65064,28978,TMEM14A
445154,81853,TMEM14B
445154,64418,TMEM168
2519,92691,TMEM169
65064,80775,TMEM177
445154,25880,TMEM186
65064,55266,TMEM19
5350,201931,TMEM192
65064,147007,TMEM199
2519,199953,TMEM201
2519,84928,TMEM209
2519,54867,TMEM214
445154,51259,TMEM216
2519,84065,TMEM222
2519,29058,TMEM230
445154,65062,TMEM237
65064,85019,TMEM241
2519,23731,TMEM245
5350,84866,TMEM25
445154,55161,TMEM33
65064,140738,TMEM37
5350,140738,TMEM37
445154,55151,TMEM38B
2519,440026,TMEM41B
2519,120224,TMEM45B
445154,339456,TMEM52
65064,80021,TMEM62
445154,80021,TMEM62
445154,169200,TMEM64
65064,91147,TMEM67
445154,54968,TMEM70
445154,55321,TMEM74B
445154,25963,TMEM87A
445154,252839,TMEM9
2519,7110,TMF1
445154,7110,TMF1
2519,126259,TMIGD2
5350,7111,TMOD1
2519,29766,TMOD3
2519,84000,TMPRSS13
445154,7113,TMPRSS2
2519,83590,TMUB1
2519,79089,TMUB2
445154,81542,TMX1
2519,81542,TMX1
2519,51075,TMX2
65064,56255,TMX4
445154,56255,TMX4
65064,7124,TNF
5281672,7124,TNF
445154,7124,TNF
1548943,7124,TNF
119034,7124,TNF
5833,7124,TNF
2519,7124,TNF
5350,7124,TNF
639665,7124,TNF
5350,7128,TNFAIP3
2519,7128,TNFAIP3
445154,7128,TNFAIP3
445154,7130,TNFAIP6
2519,8797,TNFRSF10A
445154,8797,TNFRSF10A
65064,8797,TNFRSF10A
5350,8797,TNFRSF10A
1548943,8797,TNFRSF10A
445154,8794,TNFRSF10C
445154,8792,TNFRSF11A
65064,51330,TNFRSF12A
65064,55504,TNFRSF19
1548943,7132,TNFRSF1A
445154,7132,TNFRSF1A
65064,7132,TNFRSF1A
5350,27242,TNFRSF21
445154,27242,TNFRSF21
2519,27242,TNFRSF21
5350,3604,TNFRSF9
65064,3604,TNFRSF9
445154,8600,TNFSF11
5350,8740,TNFSF14
445154,8740,TNFSF14
2519,7292,TNFSF4
65064,23043,TNIK
445154,10318,TNIP1
2519,10318,TNIP1
2519,79155,TNIP2
445154,8711,TNK1
445154,10188,TNK2
2519,10188,TNK2
445154,8658,TNKS
445154,80351,TNKS2
445154,64102,TNMD
445154,7134,TNNC1
445154,7125,TNNC2
445154,7135,TNNI1
445154,7139,TNNT2
5350,7139,TNNT2
445154,3842,TNPO1
2519,84629,TNRC18
445154,84629,TNRC18
2519,27327,TNRC6A
2519,23112,TNRC6B
65064,23112,TNRC6B
2519,57690,TNRC6C
2519,64759,TNS3
65064,64759,TNS3
445154,7148,TNXB
65064,10140,TOB1
2519,114034,TOE1
2519,10043,TOM1
2519,146691,TOM1L2
2519,9804,TOMM20
65064,9804,TOMM20
445154,7150,TOP1
2519,7150,TOP1
2519,10210,TOPORS
445154,10210,TOPORS
445154,1861,TOR1A
2519,26092,TOR1AIP1
2519,163590,TOR1AIP2
445154,163590,TOR1AIP2
445154,27348,TOR1B
5350,9760,TOX
65064,9760,TOX
2519,9878,TOX4
5281672,7157,TP53
6451084,7157,TP53
7054,7157,TP53
65064,7157,TP53
1548943,7157,TP53
6433206,7157,TP53
5350,7157,TP53
6917864,7157,TP53
639665,7157,TP53
2519,7157,TP53
445154,7157,TP53
2519,7158,TP53BP1
65064,7158,TP53BP1
445154,7159,TP53BP2
2519,7159,TP53BP2
445154,9537,TP53I11
5350,9537,TP53I11
445154,9540,TP53I3
5281672,9540,TP53I3
445154,94241,TP53INP1
1548943,58476,TP53INP2
2519,112858,TP53RK
445154,27296,TP53TG5
445154,8626,TP63
5281672,8626,TP63
5281672,7161,TP73
5350,7161,TP73
65064,7161,TP73
445154,7161,TP73
2519,7163,TPD52
445154,7164,TPD52L1
65064,7164,TPD52L1
2519,7165,TPD52L2
445154,7167,TPI1
1548943,7167,TPI1
2519,7167,TPI1
2519,7170,TPM3
445154,7172,TPMT
65064,1200,TPP1
445154,11076,TPPP
2519,7175,TPR
445154,127262,TPRG1L
445154,51002,TPRKB
445154,7177,TPSAB1
65064,8460,TPST1
65064,8459,TPST2
445154,7178,TPT1
1794427,7178,TPT1
6917864,7178,TPT1
445154,7179,TPTE
2519,6434,TRA2B
445154,8717,TRADD
445154,7185,TRAF1
445154,7186,TRAF2
445154,7187,TRAF3
1548943,7187,TRAF3
65064,10758,TRAF3IP2
1548943,9618,TRAF4
65064,7188,TRAF5
65064,7189,TRAF6
445154,7189,TRAF6
2519,84231,TRAF7
2519,10906,TRAFD1
5350,10906,TRAFD1
2519,10293,TRAIP
445154,133022,TRAM1L1
445154,10131,TRAP1
445154,58485,TRAPPC1
65064,60684,TRAPPC11
2519,51112,TRAPPC12
65064,51112,TRAPPC12
445154,80006,TRAPPC13
65064,51693,TRAPPC2L
65064,27095,TRAPPC3
445154,27095,TRAPPC3
445154,51399,TRAPPC4
445154,79090,TRAPPC6A
445154,122553,TRAPPC6B
445154,22878,TRAPPC8
2519,83696,TRAPPC9
65064,1787,TRDMT1
445154,10345,TRDN
5350,54210,TREM1
65064,55809,TRERF1
445154,55809,TRERF1
445154,11219,TREX2
445154,7200,TRH
65064,10221,TRIB1
1548943,57761,TRIB3
5350,57761,TRIB3
2519,57761,TRIB3
445154,9830,TRIM14
445154,89870,TRIM15
445154,51127,TRIM17
65064,6737,TRIM21
2519,8805,TRIM24
65064,8805,TRIM24
2519,7706,TRIM25
445154,5987,TRIM27
445154,11074,TRIM31
2519,22954,TRIM32
2519,51592,TRIM33
445154,51592,TRIM33
2519,55521,TRIM36
2519,4591,TRIM37
65064,4591,TRIM37
445154,10475,TRIM38
65064,54765,TRIM44
445154,80263,TRIM45
65064,80128,TRIM46
2519,91107,TRIM47
445154,91107,TRIM47
5350,57159,TRIM54
2519,81844,TRIM56
65064,286827,TRIM59
445154,286827,TRIM59
445154,55223,TRIM62
445154,114088,TRIM9
2519,7204,TRIO
65064,11078,TRIOBP
2519,11078,TRIOBP
2519,9322,TRIP10
445154,9321,TRIP11
2519,9321,TRIP11
445154,9320,TRIP12
2519,9320,TRIP12
445154,9319,TRIP13
65064,9319,TRIP13
2519,54802,TRIT1
445154,54802,TRIT1
2519,55621,TRMT1
445154,55621,TRMT1
445154,93587,TRMT10A
65064,93587,TRMT10A
2519,51504,TRMT112
445154,55039,TRMT12
2519,81627,TRMT1L
65064,79979,TRMT2B
445154,51605,TRMT6
445154,55006,TRMT61B
445154,51095,TRNT1
445154,10024,TROAP
2519,10024,TROAP
9839519,8989,TRPA1
1548943,8989,TRPA1
65064,26133,TRPC4AP
445154,4308,TRPM1
445154,54795,TRPM4
1548943,79054,TRPM8
5350,7227,TRPS1
9839519,7442,TRPV1
1548943,7442,TRPV1
65064,7442,TRPV1
1548943,55503,TRPV6
445154,55503,TRPV6
2519,142940,TRUB1
2519,7248,TSC1
2519,7249,TSC2
445154,7249,TSC2
445154,8848,TSC22D1
2519,8848,TSC22D1
65064,9819,TSC22D2
445154,1831,TSC22D3
445154,81628,TSC22D4
2519,81628,TSC22D4
2519,283989,TSEN54
445154,7251,TSG101
445154,7252,TSHB
445154,7253,TSHR
5350,128553,TSHZ2
445154,7247,TSN
445154,10103,TSPAN1
445154,23554,TSPAN12
2519,81619,TSPAN14
5350,81619,TSPAN14
65064,23555,TSPAN15
445154,10099,TSPAN3
65064,10098,TSPAN5
65064,7105,TSPAN6
445154,64061,TSPYL2
445154,55720,TSR1
65064,55720,TSR1
445154,90121,TSR2
65064,90121,TSR2
445154,158427,TSTD2
2519,84630,TTBK1
2519,7265,TTC1
445154,54902,TTC19
65064,55622,TTC27
445154,91875,TTC5
5350,57217,TTC7A
445154,7270,TTF1
445154,8458,TTF2
2519,8458,TTF2
445154,254173,TTLL10
2519,9654,TTLL4
2519,7273,TTN
5350,7274,TTPA
445154,79183,TTPAL
445154,7276,TTR
445154,7275,TUB
5350,7846,TUBA1A
5350,7277,TUBA4A
2519,79861,TUBAL3
65064,79861,TUBAL3
5350,81027,TUBB1
5350,10383,TUBB4B
65064,51174,TUBD1
445154,7283,TUBG1
445154,10844,TUBGCP2
445154,10426,TUBGCP3
445154,27229,TUBGCP4
6917864,7284,TUFM
445154,7284,TUFM
65064,7284,TUFM
65064,56995,TULP4
2519,200081,TXLNA
445154,200081,TXLNA
2519,55787,TXLNG
1794427,7295,TXN
65064,7295,TXN
445154,7295,TXN
